NM_MUNICIPIO,NM_VEREADOR,SG_PARTIDO_VEREADOR,DS_COMPOSICAO_COLIGACAO_VEREADOR,QT_VOTOS_VEREADOR
CARIRIAÇU,ANTONIO DE GINO,PSD,PSD,389.0
CARIRIAÇU,ANTONIO KAYANNA,PSD,PSD,317.0
CARIRIAÇU,CELINHA,PSD,PSD,20.0
CARIRIAÇU,CHICO SOARES,PSD,PSD,330.0
CARIRIAÇU,CLAUDIO DA GRANJA,PDT,PDT,466.0
CARIRIAÇU,CÍCERO DE BETA,PSD,PSD,946.0
CARIRIAÇU,ERALDO,PSD,PSD,1005.0
CARIRIAÇU,FERNANDO SOARES,PDT,PDT,1008.0
CARIRIAÇU,GALEGUINHA,PDT,PDT,62.0
CARIRIAÇU,IRAN CONSTRUÇÕES,PDT,PDT,1090.0
CARIRIAÇU,IRMÃO GINO,PSD,PSD,99.0
CARIRIAÇU,ISAC SILVA,PSD,PSD,188.0
CARIRIAÇU,IZABEL BARBOSA,PSD,PSD,70.0
CARIRIAÇU,JOÃO PAULO DE BILINHA,PSD,PSD,166.0
CARIRIAÇU,JÚNIOR SABINO,PDT,PDT,751.0
CARIRIAÇU,LUCIA CRISTINA,PDT,PDT,16.0
CARIRIAÇU,MARCOS ARAÚJO,PDT,PDT,1482.0
CARIRIAÇU,MARILENE RODRIGUES,PDT,PDT,12.0
CARIRIAÇU,MIGUELINA MORAIS,PDT,PDT,261.0
CARIRIAÇU,ONASSES VIANA,PDT,PDT,658.0
CARIRIAÇU,RINALDO FREITAS,PSD,PSD,477.0
CARIRIAÇU,ROBERTO DA MADEIREIRA,PSD,PSD,709.0
CARIRIAÇU,TAMY SILVA,PSD,PSD,50.0
CARIRIAÇU,TIAGO DE ROSSINI,PDT,PDT,1051.0
CARIRIAÇU,VALTER LUSTOSA,PDT,PDT,674.0
CARIRIAÇU,WILMA FEITOSA,PSD,PSD,187.0
CARIRIAÇU,ZÉ IRLANDO,PDT,PDT,1224.0
CARIRÉ,ANGÉLICA ARAGÃO,PL,PL,11.0
CARIRÉ,APARECIDA,PDT,PDT,24.0
CARIRÉ,COIN,PC do B,PC do B,33.0
CARIRÉ,DOUTORA BRUNA ROCHA,PL,PL,216.0
CARIRÉ,DR DORIEDES HONÓRIO,PDT,PDT,558.0
CARIRÉ,DUDU BARROS,PL,PL,331.0
CARIRÉ,EDILSON BRITO,PL,PL,413.0
CARIRÉ,EDILUCIA LEITÃO,PC do B,PC do B,43.0
CARIRÉ,ELIZIÁRIO LIMA,PDT,PDT,624.0
CARIRÉ,FLÁVIO DO OZIR,PDT,PDT,613.0
CARIRÉ,GUARANI MARTINS,PDT,PDT,592.0
CARIRÉ,GUSTAVO RAMOS,PC do B,PC do B,14.0
CARIRÉ,HENRIQUE CHAVES,PDT,PDT,561.0
CARIRÉ,ISABEL BRAGA,PSL,PSL,102.0
CARIRÉ,ISABEL PONTE,PL,PL,13.0
CARIRÉ,JHONNY AZEVEDO,PDT,PDT,612.0
CARIRÉ,JORGE VERAS,PSL,PSL,54.0
CARIRÉ,KEKÊ VITAL,PL,PL,251.0
CARIRÉ,LUCY XIMENES,PDT,PDT,570.0
CARIRÉ,MAESTRO CIDO,PL,PL,37.0
CARIRÉ,MANIN ROCHA,PL,PL,75.0
CARIRÉ,MELIANE,PDT,PDT,369.0
CARIRÉ,MELQUÍADES DOS TECLADOS,PSL,PSL,28.0
CARIRÉ,MÁRCIO BRITO,PL,PL,605.0
CARIRÉ,PINHEIRO,PL,PL,483.0
CARIRÉ,PROFESSOR ALEXANDRE SILVA,PL,PL,414.0
CARIRÉ,PROFESSOR NETO CHAVES,PDT,PDT,554.0
CARIRÉ,PROFESSORA SANDRA AGUIAR,PDT,PDT,568.0
CARIRÉ,RAQUEL PARENTE,PL,PL,8.0
CARIRÉ,ROBSON PESSOA,PDT,PDT,1081.0
CARIRÉ,VIRGINIA AGUIAR,PDT,PDT,1168.0
CARIÚS,AFONSO LEAL JUNIOR,CIDADANIA,CIDADANIA,38.0
CARIÚS,ANDREIA  ARRAIS,PSB,PSB,31.0
CARIÚS,ARLUCIO BERNARDO,PL,PL,493.0
CARIÚS,CHAGUINHA,PT,PT,6.0
CARIÚS,CHICO ZUZA,PL,PL,145.0
CARIÚS,CICERO DO XIXÀ,CIDADANIA,CIDADANIA,60.0
CARIÚS,CIMAR,PT,PT,17.0
CARIÚS,CLENO,PT,PT,25.0
CARIÚS,CRISTIANE,PSB,PSB,31.0
CARIÚS,DIÊGO DE SABIÀ,CIDADANIA,CIDADANIA,272.0
CARIÚS,DR FRANCISCO JOSE,PT,PT,87.0
CARIÚS,DRIELLY HOLANDA,CIDADANIA,CIDADANIA,94.0
CARIÚS,DÉDÉ TEIXEIRA,CIDADANIA,CIDADANIA,14.0
CARIÚS,ELIOMAR CARDOSO,CIDADANIA,CIDADANIA,117.0
CARIÚS,ELMA,PL,PL,873.0
CARIÚS,FILHO DE AGOSTINHO,PSB,PSB,304.0
CARIÚS,GIL,PSB,PSB,312.0
CARIÚS,GILDEMAR,PL,PL,587.0
CARIÚS,GRACINHA DE JOSIAS,PL,PL,99.0
CARIÚS,GRAÇA CARDOZO,CIDADANIA,CIDADANIA,41.0
CARIÚS,GUILHERME,PSB,PSB,273.0
CARIÚS,IRMÃO JOTA,CIDADANIA,CIDADANIA,61.0
CARIÚS,ISAQUE OLIVEIRA,PL,PL,601.0
CARIÚS,JOAQUIM,PSB,PSB,219.0
CARIÚS,KLEBER BIOA,PL,PL,552.0
CARIÚS,LUIZINHO DO HOSPITAL,CIDADANIA,CIDADANIA,133.0
CARIÚS,MESSIAS OLIVEIRA,PL,PL,550.0
CARIÚS,NILDO COSTA,PSB,PSB,740.0
CARIÚS,NOVIM DE BILOM,PSB,PSB,298.0
CARIÚS,PROFESSOR ELIANO,PT,PT,42.0
CARIÚS,PROFESSOR JOÃO PAULO,PL,PL,389.0
CARIÚS,PROFESSOR LEILSON,PT,PT,226.0
CARIÚS,RAUL DE CHICHICO,PL,PL,672.0
CARIÚS,REGINA SA AUTOESCOLA,CIDADANIA,CIDADANIA,13.0
CARIÚS,ROBERIO LUCAS,PL,PL,652.0
CARIÚS,ROGERIO MELO,PL,PL,213.0
CARIÚS,RONY SOM,CIDADANIA,CIDADANIA,204.0
CARIÚS,ROSELI ANTUNES,CIDADANIA,CIDADANIA,24.0
CARIÚS,ROSIMEIRE SILVA,CIDADANIA,CIDADANIA,16.0
CARIÚS,SILDA ALENCAR,PL,PL,243.0
CARIÚS,TOINHA,PT,PT,8.0
CARIÚS,TOINHA VIRAÇÃO,PT,PT,18.0
CARIÚS,VANDA DE CARNEIRINHO,PL,PL,169.0
CARIÚS,VANDERLEIA LEANDRO,PSB,PSB,574.0
CARIÚS,VANINHA,PSB,PSB,37.0
CARIÚS,VERONEIDE,PL,PL,536.0
CARIÚS,WELTON BARROS,PL,PL,445.0
CARNAUBAL,ADEMAR SAMPAIO,PDT,PDT,528.0
CARNAUBAL,ADRIANO CORREIA,PP,PP,17.0
CARNAUBAL,CARLINHOS ARAUJO,PDT,PDT,665.0
CARNAUBAL,CHAGUINHA,PP,PP,24.0
CARNAUBAL,CHICO DILHA,MDB,MDB,524.0
CARNAUBAL,DECA,MDB,MDB,238.0
CARNAUBAL,DONA BELINHA,MDB,MDB,81.0
CARNAUBAL,ELLAYNE MARTINS,MDB,MDB,771.0
CARNAUBAL,ERIK MEDEIROS,MDB,MDB,191.0
CARNAUBAL,FIRMEZA,MDB,MDB,661.0
CARNAUBAL,GARDENIA MELO,PDT,PDT,14.0
CARNAUBAL,GENILSON,PDT,PDT,664.0
CARNAUBAL,GONÇALINHA,MDB,MDB,100.0
CARNAUBAL,IRINEU RODRIGUES,PP,PP,53.0
CARNAUBAL,JOAO BILU,PDT,PDT,259.0
CARNAUBAL,JOAO PAULO DO CICERO NECO,PDT,PDT,781.0
CARNAUBAL,JOZÉ ROCHA,PDT,PDT,79.0
CARNAUBAL,LAIS HELENA,PDT,PDT,515.0
CARNAUBAL,MARGARETE,PP,PP,21.0
CARNAUBAL,NATAL,PDT,PDT,356.0
CARNAUBAL,ORIVALDO GOMES,PP,PP,135.0
CARNAUBAL,PROFESSOR GILMAR PIUNGA,MDB,MDB,320.0
CARNAUBAL,PROFESSORA DIANA LACERDA,PDT,PDT,346.0
CARNAUBAL,REGES,MDB,MDB,387.0
CARNAUBAL,SAMARA,MDB,MDB,390.0
CARNAUBAL,SARGENTO PAULO,PDT,PDT,140.0
CARNAUBAL,TAKEO MARTINS,MDB,MDB,495.0
CARNAUBAL,TETEL,MDB,MDB,129.0
CARNAUBAL,THONI NOGUEIRA,PP,PP,86.0
CARNAUBAL,TICIANE SALES,PDT,PDT,180.0
CARNAUBAL,ZE ANTONIO,PDT,PDT,405.0
CASCAVEL,ABMAEL VIEIRA,PSL,PSL,658.0
CASCAVEL,ADRIANA FREITAS,CIDADANIA,CIDADANIA,58.0
CASCAVEL,AILTON DANTAS,PDT,PDT,519.0
CASCAVEL,ALEXANDRE DO BURITIZAL,PTC,PTC,495.0
CASCAVEL,ALLISON CAMILO,PTB,PTB,766.0
CASCAVEL,ANA ANGELICA,CIDADANIA,CIDADANIA,17.0
CASCAVEL,ANAKS FALCÃO,PSL,PSL,101.0
CASCAVEL,ANGELICA AVELINO,PTB,PTB,65.0
CASCAVEL,ARI CEL,PTB,PTB,72.0
CASCAVEL,AUGUSTO FILHO,PSL,PSL,1308.0
CASCAVEL,BETO RAMIRES,CIDADANIA,CIDADANIA,1312.0
CASCAVEL,BRAGUINHA,DC,DC,88.0
CASCAVEL,CEZARINO,CIDADANIA,CIDADANIA,251.0
CASCAVEL,CHARLES DO LELEU,PL,PL,99.0
CASCAVEL,CLAUDEMIR TOCA FOGO,PTC,PTC,734.0
CASCAVEL,CLEITON CASTRO,DC,DC,153.0
CASCAVEL,CLENILDO QUEIROZ,PSL,PSL,412.0
CASCAVEL,DADÁ,PDT,PDT,29.0
CASCAVEL,DALVINA OLIVEIRA,PDT,PDT,8.0
CASCAVEL,DEDÉCIO SANTIAGO,PTC,PTC,253.0
CASCAVEL,DODÓ,PTC,PTC,113.0
CASCAVEL,DOM BETTOS,PL,PL,467.0
CASCAVEL,DR. ESTEVÃO MUSTAFA,PT,PT,86.0
CASCAVEL,DR. FACÓ,PDT,PDT,843.0
CASCAVEL,DRA. LEIDIANE MAIA,PSD,PSD,196.0
CASCAVEL,EDNA LIMA,PTB,PTB,8.0
CASCAVEL,EDSON LIMA,PDT,PDT,1226.0
CASCAVEL,EDUARDO CRUZ,PSL,PSL,167.0
CASCAVEL,ELENICE DOMINGO,PL,PL,3.0
CASCAVEL,EMERSON FERNANDES,PSL,PSL,78.0
CASCAVEL,ENFERMEIRA NATECIA,PTB,PTB,191.0
CASCAVEL,EURICE JERONIMO,CIDADANIA,CIDADANIA,52.0
CASCAVEL,FAFÁ,PTB,PTB,15.0
CASCAVEL,FANTIKIM,PDT,PDT,948.0
CASCAVEL,FLÁVIO CASCAVELENSE,PTB,PTB,1134.0
CASCAVEL,FRANCISCO ITAMAR,PDT,PDT,96.0
CASCAVEL,FREITAS,CIDADANIA,CIDADANIA,1712.0
CASCAVEL,GAVIÃO SANTOS,PSL,PSL,282.0
CASCAVEL,GLEIDSON BEZERRA,PL,PL,966.0
CASCAVEL,GUILHERME AZEVEDO,PL,PL,636.0
CASCAVEL,HELENA REIS,PSL,PSL,45.0
CASCAVEL,HIAGO DAS TOPIC,DC,DC,8.0
CASCAVEL,IRMÃ EMILIA,PDT,PDT,19.0
CASCAVEL,IVO MIRANDA,PL,PL,227.0
CASCAVEL,J NETO,PSDB,PSDB,1.0
CASCAVEL,JENIVAL,CIDADANIA,CIDADANIA,39.0
CASCAVEL,JEOVANE DO GÁS,DC,DC,141.0
CASCAVEL,JOZAFÁ,DC,DC,124.0
CASCAVEL,JP BARROS,DC,DC,97.0
CASCAVEL,JULIO TENORIO,PTB,PTB,741.0
CASCAVEL,JÉSSICA MENDES,DC,DC,4.0
CASCAVEL,KETTY MILLY,PTC,PTC,35.0
CASCAVEL,KEYLIANE SOARES,PTC,PTC,28.0
CASCAVEL,LEIDIANE CIRÍACO,PSL,PSL,92.0
CASCAVEL,LELEO GUEDES,DC,DC,43.0
CASCAVEL,LETÍCIA MARIA,PDT,PDT,10.0
CASCAVEL,LIBERATO FILHO,PTC,PTC,271.0
CASCAVEL,LIDUINA BRITO,PTC,PTC,2.0
CASCAVEL,LUCIANA DUARTE,PL,PL,159.0
CASCAVEL,LUCIEDSON,PSD,PSD,686.0
CASCAVEL,LUZIANE DO MUCURA,PSL,PSL,816.0
CASCAVEL,MAGDA SALES,PT,PT,17.0
CASCAVEL,MARCIO RABELO,CIDADANIA,CIDADANIA,559.0
CASCAVEL,MARGARIDA MARIA,PTB,PTB,15.0
CASCAVEL,MARLY DO BENJAMIN,DC,DC,14.0
CASCAVEL,MASSIGLEI DANTAS,DC,DC,46.0
CASCAVEL,MAZÉ COSTA,DC,DC,57.0
CASCAVEL,MÁRCIO DO BRITO,PSD,PSD,818.0
CASCAVEL,NATAN PARRUDO,PSDB,PSDB,15.0
CASCAVEL,NENEM DA VIUVA,PTB,PTB,706.0
CASCAVEL,NETINHO TAXISTA,PTB,PTB,129.0
CASCAVEL,NETO DANTAS,PTB,PTB,918.0
CASCAVEL,NONATA COSTA,PL,PL,237.0
CASCAVEL,NOVO CONSTRUÇÃO,PSD,PSD,1379.0
CASCAVEL,OLIVEIRA SILVA,PL,PL,895.0
CASCAVEL,PALOMA ALMEIDA,DC,DC,154.0
CASCAVEL,PAULO DA JUDITE,PTB,PTB,1076.0
CASCAVEL,PITANGA DA FUNERARIA,PL,PL,468.0
CASCAVEL,PRISCILA LIMA,CIDADANIA,CIDADANIA,1912.0
CASCAVEL,PROFESSOR ADEILDO,CIDADANIA,CIDADANIA,1877.0
CASCAVEL,PROFESSOR ERIVAN,PSD,PSD,1718.0
CASCAVEL,PROFESSOR HERMANO,PTC,PTC,160.0
CASCAVEL,PROFESSOR TINARDO,PT,PT,18.0
CASCAVEL,PROFESSORA AMANDA,PDT,PDT,2.0
CASCAVEL,PROFESSORA LINDETE,PL,PL,542.0
CASCAVEL,PROFESSORA PAULINE,DC,DC,2.0
CASCAVEL,RABEL SILVA,PTC,PTC,146.0
CASCAVEL,RAULZITO,PTC,PTC,226.0
CASCAVEL,REINALDO GUANACÉS,PTB,PTB,160.0
CASCAVEL,RUBENILTON,DC,DC,43.0
CASCAVEL,SACY GERMANO,PT,PT,11.0
CASCAVEL,SANDILEUZA RIBEIRO,PSL,PSL,9.0
CASCAVEL,SANDRO FREITAS,PL,PL,233.0
CASCAVEL,SARGENTO FAÍSCA DO POVO,PSL,PSL,624.0
CASCAVEL,SEBASTIÃO UCHÔA,PDT,PDT,1327.0
CASCAVEL,SELMA GUERREIRA,PSL,PSL,38.0
CASCAVEL,SILVINHA DECORAÇÕES,CIDADANIA,CIDADANIA,43.0
CASCAVEL,SOLANGE FREITAS,PT,PT,10.0
CASCAVEL,SÉRGIO DO TANGA,PTC,PTC,122.0
CASCAVEL,TALITA NOBRE,PTC,PTC,220.0
CASCAVEL,TIAGO ROCHA,PTB,PTB,2285.0
CASCAVEL,VALDIR DO CHEIRO VERDE,PL,PL,117.0
CASCAVEL,VANESSA CAPONGA,CIDADANIA,CIDADANIA,294.0
CASCAVEL,VIEIRA DO TIQUINHO,PSD,PSD,1274.0
CASCAVEL,VINICIUS OLINDA,PSL,PSL,737.0
CASCAVEL,VLADIA OLIVEIRA,PSD,PSD,39.0
CASCAVEL,VLAYLSON,PSD,PSD,55.0
CASCAVEL,WALBER PATUA,CIDADANIA,CIDADANIA,130.0
CASCAVEL,YASMINE FERREIRA,PSDB,PSDB,4.0
CASCAVEL,ZÉ DO DIONIZIO,PSL,PSL,286.0
CASCAVEL,ZÉ LUIS,CIDADANIA,CIDADANIA,256.0
CATARINA,ANDRÉ,PDT,PDT,324.0
CATARINA,ANTONIO CARLOS,MDB,MDB,305.0
CATARINA,AUGUSTO PAES DE ANDRADE,MDB,MDB,592.0
CATARINA,CHARLES DO MONTE ALEGRE,PSD,PSD,159.0
CATARINA,DEDE SOLON,PSD,PSD,370.0
CATARINA,DINEUDO,PSD,PSD,423.0
CATARINA,DR RENAN GUEDES,MDB,MDB,660.0
CATARINA,DRA FERNANDA RIBAÍSA,MDB,MDB,503.0
CATARINA,FERNANDO RODRIGUES,PSD,PSD,548.0
CATARINA,FRANCELIA BRAGA,PSD,PSD,1.0
CATARINA,GUILA HOLANDA,MDB,MDB,567.0
CATARINA,HELIANNA,MDB,MDB,15.0
CATARINA,LEE DO ELIZEU,PSD,PSD,446.0
CATARINA,LIGIANE CARVALHO,MDB,MDB,9.0
CATARINA,NEIDE DO  MACELINO,PSD,PSD,24.0
CATARINA,ORIEL FILHO,PDT,PDT,287.0
CATARINA,RIVELINO MENDONÇA,MDB,MDB,576.0
CATARINA,SUELI ALVES,PDT,PDT,4.0
CATARINA,TATÁ RODRIGUES,MDB,MDB,507.0
CATARINA,VISGOMIO GOMES,PDT,PDT,57.0
CATARINA,ZÉ FEITOSA,MDB,MDB,505.0
CATUNDA,ASSIS DO SALITRE,PP,PP,3.0
CATUNDA,BEL DO ROMAO,PT,PT,34.0
CATUNDA,CHICO FIDELES,PP,PP,20.0
CATUNDA,CLEITON,PDT,PDT,725.0
CATUNDA,DARLENE LIRA,PP,PP,507.0
CATUNDA,FERNANDO,PDT,PDT,417.0
CATUNDA,HELIO VIANA,PP,PP,183.0
CATUNDA,IRANEDE,PDT,PDT,29.0
CATUNDA,IRMÃ LETICE,PP,PP,386.0
CATUNDA,IRMÃO AURINO,PP,PP,67.0
CATUNDA,JAQUELINE PEREIRA,PSDB,PSDB,173.0
CATUNDA,JOSIDAN TIMBÓ,PP,PP,41.0
CATUNDA,JOÃO NETO,PDT,PDT,507.0
CATUNDA,JUNIOR,PDT,PDT,415.0
CATUNDA,LINDOMARIA,PDT,PDT,600.0
CATUNDA,LUCAS TIMBÓ,PSDB,PSDB,365.0
CATUNDA,MARIINHA ABREU,PT,PT,20.0
CATUNDA,MARQUINHOS,PDT,PDT,541.0
CATUNDA,NEGA,PDT,PDT,17.0
CATUNDA,OSNI  O CHEFE ,PDT,PDT,0.0
CATUNDA,PROFESSOR JONY,PP,PP,64.0
CATUNDA,RAIMUNDO ZINEBRA,PDT,PDT,333.0
CATUNDA,SOCORRO BUREMA,PP,PP,6.0
CATUNDA,THIAGO DO IVAN,PDT,PDT,418.0
CATUNDA,VILANI,PDT,PDT,5.0
CATUNDA,WAGNER NOÉ,PP,PP,69.0
CATUNDA,ZEZINHO BENDÔ,PP,PP,27.0
CATUNDA,ZÉ BARROS,PP,PP,305.0
CATUNDA,ZÉ DA LUIZA DO DAO,PT,PT,20.0
CAUCAIA,ACACIO TEIXEIRA,PODE,PODE,228.0
CAUCAIA,ADEMIR BARROSO,PMB,PMB,32.0
CAUCAIA,ADRIANA ALBUQUERQUE,DC,DC,937.0
CAUCAIA,ADRIANO FORTE,PMB,PMB,32.0
CAUCAIA,ADRIANO NEGUIM,PROS,PROS,1433.0
CAUCAIA,ALANA SALES,MDB,MDB,2.0
CAUCAIA,ALBEJACKS,PSD,PSD,82.0
CAUCAIA,ALBERTO CARNEIRO,PSL,PSL,1590.0
CAUCAIA,ALESANDRA DO PENINHA,SOLIDARIEDADE,SOLIDARIEDADE,95.0
CAUCAIA,ALEX DA CIGANA,MDB,MDB,24.0
CAUCAIA,ALEX ESTOURADO,PODE,PODE,32.0
CAUCAIA,ALEXANDRA NASCIMENTO,PSL,PSL,286.0
CAUCAIA,ALICE OLIVEIRA,PT,PT,73.0
CAUCAIA,ALISSON DO ICARAI,DEM,DEM,250.0
CAUCAIA,ALTENIR COELHO,PP,PP,119.0
CAUCAIA,ANA ALVES,PSL,PSL,5.0
CAUCAIA,ANA CLARA,PSB,PSB,24.0
CAUCAIA,ANA HOLANDA,PP,PP,2.0
CAUCAIA,ANA PAULA ROCHA,PROS,PROS,2.0
CAUCAIA,ANCHIETA VITORIANO,AVANTE,AVANTE,31.0
CAUCAIA,ANDERSON RODRIGUES,SOLIDARIEDADE,SOLIDARIEDADE,69.0
CAUCAIA,ANGELO ALMEIDA,PV,PV,109.0
CAUCAIA,ANNA MASSOTERAPEUTA,REPUBLICANOS,REPUBLICANOS,32.0
CAUCAIA,ANTONIO PEQUENO,PV,PV,42.0
CAUCAIA,ANTONIZA GASPAR,MDB,MDB,8.0
CAUCAIA,ANTÔNIO JÚNIOR,REPUBLICANOS,REPUBLICANOS,42.0
CAUCAIA,ANUNCIADA BARROS,PODE,PODE,2.0
CAUCAIA,ARAUJO DO ARATURI,PROS,PROS,116.0
CAUCAIA,ARIANE DUARTE,DC,DC,53.0
CAUCAIA,AUGOSTINHO,PT,PT,488.0
CAUCAIA,AURENY MELO,PMB,PMB,14.0
CAUCAIA,BADÚ LETREIROS,SOLIDARIEDADE,SOLIDARIEDADE,166.0
CAUCAIA,BARBOSA PINHEIRO DO ICARAÍ,SOLIDARIEDADE,SOLIDARIEDADE,74.0
CAUCAIA,BATISTA DA BANCA,PSB,PSB,8.0
CAUCAIA,BATISTA DO CARTESIUS,REDE,REDE,905.0
CAUCAIA,BATORE,PP,PP,96.0
CAUCAIA,BEATRIZ LOPES,PP,PP,45.0
CAUCAIA,BEBEL,REDE,REDE,1.0
CAUCAIA,BELAS TETAS,PSB,PSB,117.0
CAUCAIA,BENÉ,DC,DC,1270.0
CAUCAIA,BERNARDO BRASIL,REPUBLICANOS,REPUBLICANOS,91.0
CAUCAIA,BETH DO GUAGIRU,PMN,PMN,311.0
CAUCAIA,BIDU,PC do B,PC do B,2.0
CAUCAIA,BIRA REIS,PMB,PMB,86.0
CAUCAIA,BISPO CRISTIANO PAIXÃO,DEM,DEM,680.0
CAUCAIA,BRAGUINHA,PC do B,PC do B,10.0
CAUCAIA,BRANCA DA JUREMA,AVANTE,AVANTE,123.0
CAUCAIA,BRASIL,PP,PP,72.0
CAUCAIA,BRIVALDO NEVES,PMB,PMB,147.0
CAUCAIA,BRUNA CORDEIRO,PC do B,PC do B,6.0
CAUCAIA,BRUNIM ENGENHEIRO,PROS,PROS,139.0
CAUCAIA,BRUNO CAVALCANTE,PSDB,PSDB,339.0
CAUCAIA,BRUNO JEIAS,REPUBLICANOS,REPUBLICANOS,18.0
CAUCAIA,CABO PEROTE,AVANTE,AVANTE,489.0
CAUCAIA,CAMILA CAVALCANTE,DEM,DEM,1828.0
CAUCAIA,CAMILA FERREIRA,PDT,PDT,21.0
CAUCAIA,CAMILA FERREIRA DA SILVA,PDT,PDT,30.0
CAUCAIA,CARECA DAS MOTOS,REDE,REDE,610.0
CAUCAIA,CARIOCA  DA LOTERIA FORT,AVANTE,AVANTE,46.0
CAUCAIA,CARLA FIÚZA,PC do B,PC do B,13.0
CAUCAIA,CARLIM CABOBA,PP,PP,79.0
CAUCAIA,CARLINHOS DA JUREMA,PMN,PMN,119.0
CAUCAIA,CARLINHOS FERDEBÊZ,DEM,DEM,215.0
CAUCAIA,CARLOS DA SAÚDE,DC,DC,130.0
CAUCAIA,CARLOS HENRIQUE,DEM,DEM,1881.0
CAUCAIA,CARLOS ROSA,PSL,PSL,1762.0
CAUCAIA,CEICA DO BETAO,PSDB,PSDB,138.0
CAUCAIA,CEL WELLINGTON,PV,PV,799.0
CAUCAIA,CELIA ANDRADE,PSL,PSL,64.0
CAUCAIA,CELMA CESTEIRA,PROS,PROS,53.0
CAUCAIA,CELSO DO SAMU,PMN,PMN,11.0
CAUCAIA,CHICO GASPAR,PV,PV,118.0
CAUCAIA,CHIRLEY CORRÊA PONTES,MDB,MDB,208.0
CAUCAIA,CHRYS,PV,PV,100.0
CAUCAIA,CIDA DO FRANGO,DC,DC,124.0
CAUCAIA,CITOIN DA SUCATA,DEM,DEM,1233.0
CAUCAIA,CLARA MARQUES,PSL,PSL,216.0
CAUCAIA,CLAUDIA ALVES,PSD,PSD,91.0
CAUCAIA,CLAUDIA FORTE,PP,PP,86.0
CAUCAIA,CLAUDIO LUIS,PT,PT,235.0
CAUCAIA,CLEMILDO OLIVEIRA,PROS,PROS,34.0
CAUCAIA,CLEYSON SOUZA DO METROPOLE,REDE,REDE,299.0
CAUCAIA,CLÁUDIA SANTOS,PMB,PMB,9.0
CAUCAIA,CORONEL TEOFILO COSTA,PSL,PSL,199.0
CAUCAIA,COSTA ZEZINHO,DC,DC,136.0
CAUCAIA,CRHIS MEDEIROS,PDT,PDT,37.0
CAUCAIA,CRIS MOTA,PSL,PSL,40.0
CAUCAIA,CÁSSIO ALVES,SOLIDARIEDADE,SOLIDARIEDADE,606.0
CAUCAIA,DAGAMA,PP,PP,282.0
CAUCAIA,DALILA DO GARROTE,PSL,PSL,1765.0
CAUCAIA,DALMÁCIO,PDT,PDT,1103.0
CAUCAIA,DANIEL BACURIM,PODE,PODE,63.0
CAUCAIA,DANIEL RODRIGUES,SOLIDARIEDADE,SOLIDARIEDADE,59.0
CAUCAIA,DANIELE DO ESPORTE,REDE,REDE,28.0
CAUCAIA,DANNY OLIVEIRA,AVANTE,AVANTE,97.0
CAUCAIA,DAUCIANO SAMPAIO,AVANTE,AVANTE,30.0
CAUCAIA,DAYANNE FERNANDES,PROS,PROS,18.0
CAUCAIA,DEDI SOUSA,PODE,PODE,21.0
CAUCAIA,DEDÉ DA CHURRASCARIA,DC,DC,199.0
CAUCAIA,DELIVÂNIA SANTOS,PC do B,PC do B,561.0
CAUCAIA,DIEGO LOPES,PODE,PODE,827.0
CAUCAIA,DIM DO FEIJÃO,PMN,PMN,38.0
CAUCAIA,DIMAS MATIAS,AVANTE,AVANTE,1483.0
CAUCAIA,DIOGO,PSD,PSD,1884.0
CAUCAIA,DJ MAUSE,PMB,PMB,35.0
CAUCAIA,DOM PEDRO,PT,PT,181.0
CAUCAIA,DONA CENICE,PDT,PDT,347.0
CAUCAIA,DONA CÉLIA,REPUBLICANOS,REPUBLICANOS,5.0
CAUCAIA,DONA HELENA DA IPARANA,REDE,REDE,28.0
CAUCAIA,DONA LUZIA,PDT,PDT,76.0
CAUCAIA,DOUGLAS ALVES,PODE,PODE,402.0
CAUCAIA,DOUTORA HERVELINE MORAES,SOLIDARIEDADE,SOLIDARIEDADE,333.0
CAUCAIA,DR CLEBER,REDE,REDE,354.0
CAUCAIA,DR GUSTAVO,MDB,MDB,703.0
CAUCAIA,DR TANILO,PDT,PDT,2283.0
CAUCAIA,DR. CARLINHOS,DC,DC,1482.0
CAUCAIA,DRA SANDRA,PROS,PROS,69.0
CAUCAIA,DRª RITA,DEM,DEM,954.0
CAUCAIA,DÉBORA DUARTE,PSL,PSL,132.0
CAUCAIA,EDILBERTO DA FARMACIA,PMN,PMN,1.0
CAUCAIA,EDILENE SOUZA,PMB,PMB,10.0
CAUCAIA,EDILSON FERREIRA,DEM,DEM,167.0
CAUCAIA,EDIM,PMB,PMB,75.0
CAUCAIA,EDINIR RIBEIRO,PMB,PMB,2.0
CAUCAIA,EDSON - S,DC,DC,74.0
CAUCAIA,EDSON SOUSA,PV,PV,159.0
CAUCAIA,EDUARDA PESSOA,PSDB,PSDB,921.0
CAUCAIA,EDUARDO CHAVES,MDB,MDB,92.0
CAUCAIA,EDUARDO SOLON,PSL,PSL,1488.0
CAUCAIA,ELISABETE TEIXEIRA,PSDB,PSDB,110.0
CAUCAIA,ELIZANGELA CORREIA,PODE,PODE,28.0
CAUCAIA,ELZINHA GOES,PSL,PSL,3503.0
CAUCAIA,EMERSON IBIAPINA,PSDB,PSDB,267.0
CAUCAIA,ENEDINA,PT,PT,785.0
CAUCAIA,ERLANO LIMA,PMN,PMN,30.0
